ID,LIMIT_BAL,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT4,default.payment.next.month
9560,70000,0,0,65508,50382,4000,0,2000,1
9561,110000,0,0,91538,84348,3354,2745,1959,0
9562,1.00E+05,0,0,83587,85389,3151,3065,2936,0
9563,80000,2,2,78246,79404,3000,3001,2703,1
9564,3.00E+05,-1,-1,1496,1496,1500,1500,1006,0
9565,150000,-2,-2,52097,30188,2000,1000,61826,0
9566,150000,0,0,69358,42457,4213,92457,4311,0
9567,10000,1,2,6969,6712,0,1128,292,1
9568,210000,-2,-2,0,0,0,0,0,0
9569,20000,0,0,19770,19463,1465,4000,367,1
9570,20000,0,0,6715,7736,1287,1296,0,0
9571,80000,2,2,63695,33283,6056,652,0,0
9572,270000,-2,-2,-173,-173,0,0,0,0
9573,2.00E+05,-2,-2,0,225,225,5628,16378,0
9574,2.00E+05,-1,-1,2727,1332,1332,2003,4530,0
9575,10000,0,0,9323,8708,1000,0,800,0
9576,360000,-1,-1,5275,24267,24267,10000,3003,0
9577,20000,1,2,20138,19531,0,1146,900,1
9578,40000,0,0,40856,39045,2023,1803,1293,0
9579,110000,0,0,109192,106322,4300,3000,1700,0
9580,50000,0,0,63889,65512,2800,4000,2000,0
9581,1.00E+05,0,0,46430,47679,2000,2000,1514,0
9582,50000,0,0,21023,27270,3000,1000,0,0
9583,30000,2,2,15955,15410,0,2000,1000,1
9584,20000,2,2,7040,7897,1128,0,0,1
9585,1.00E+05,2,2,30094,31111,1800,1100,1300,1
9586,80000,-1,0,1462,2472,1502,0,0,0
9587,120000,0,0,118303,98232,3358,3400,3200,1
9588,30000,-1,-1,3024,3462,3462,0,2300,0
9589,80000,-2,-2,59366,49079,15027,0,2000,0
9590,170000,1,-2,0,0,0,550,0,1
9591,20000,0,0,30832,17896,3500,1500,800,0
9592,50000,0,0,46311,47579,2014,1332,310,0
9593,3.00E+05,0,0,149893,152529,7000,6000,4056,0
9594,20000,2,2,300,300,0,0,0,1
9595,130000,0,0,29252,30086,2000,1793,1223,0
9596,5.00E+05,-1,-1,2503,613,1043,4401,0,0
9597,30000,-1,0,9736,10453,1182,1500,0,0
9598,180000,0,0,139184,141752,6411,6000,4500,0
9599,340000,-1,-1,8427,10289,10300,9461,8007,0
9600,480000,1,-2,0,0,0,0,0,0
9601,80000,1,-2,0,0,0,0,0,0
9602,140000,0,0,20923,19713,1633,1600,1753,0
9603,180000,0,0,105873,90251,5000,3500,1420,0
9604,30000,0,0,16570,18989,3000,0,2000,0
9605,290000,0,0,7970,10320,2482,0,1000,1
9606,110000,0,0,9242,9484,5000,5000,10000,0
9607,60000,0,0,24200,34708,11000,2000,3000,0
9608,80000,-1,2,3614,82,0,3723,662,0
9609,110000,0,0,64155,65743,2621,2123,2000,0
9610,20000,1,2,17614,17042,0,1300,700,1
9611,150000,-1,-1,4213,5897,5914,2378,5547,0
9612,240000,-1,-1,24469,11511,11511,4670,0,0
9613,4.00E+05,0,0,18432,24198,6838,2159,3000,0
9614,120000,2,2,97463,99018,4000,4000,4000,1
9615,330000,0,0,365672,346014,12350,12780,20000,0
9616,30000,-1,-1,390,390,390,390,0,0
9617,1.00E+05,2,-1,435,435,435,285,0,0
9618,140000,-1,-1,291,291,291,291,291,0
9619,50000,0,0,45226,46080,1618,1647,0,0
9620,310000,-2,-2,0,0,0,0,0,1
9621,160000,-2,-2,741,6339,6339,3338,6971,0
9622,110000,-2,-2,86107,83894,0,4000,2000,0
9623,20000,-2,-2,1651,0,0,390,780,0
9624,30000,-1,-1,528,913,913,10773,3091,0
9625,50000,1,-1,0,835,835,226,0,0
9626,20000,0,0,13470,14748,1500,1264,0,1
9627,220000,-1,-1,1838,921,923,945,25150,0
9628,460000,-1,-1,11469,13749,13766,32871,165,0
9629,150000,1,-2,0,0,0,0,552,1
9630,50000,0,0,20211,48672,36396,1662,2125,0
9631,1.00E+05,2,0,98033,97995,4620,4700,7900,0
9632,260000,0,0,115937,118957,5800,6000,40000,0
9633,50000,4,3,52955,51847,0,0,974,1
9634,50000,0,0,46465,47776,2367,1606,1196,0
9635,240000,-1,-1,4970,0,0,0,0,0
9636,230000,0,0,82066,80317,4000,3500,0,0
9637,90000,0,0,69186,72450,5000,3158,6000,0
9638,20000,0,0,5473,7492,2300,0,1500,0
9639,70000,0,0,68658,68618,4500,2783,0,0
9640,260000,0,0,128208,100939,17000,6000,6500,0
9641,20000,1,2,14181,12467,0,1000,0,1
9642,150000,0,0,94409,92047,5000,5000,6000,0
9643,2.00E+05,0,0,196875,180428,7657,4814,4000,0
9644,50000,0,0,50770,50709,1814,1816,716,0
9645,210000,-1,-1,1443,1443,1443,1443,1443,0
9646,360000,-1,-1,759,5695,5702,1395,0,0
9647,30000,1,2,23860,23192,0,7300,2666,0
9648,170000,0,0,13500,7499,1315,1200,14295,0
9649,5.00E+05,0,0,44462,37890,7000,7000,10000,0
9650,80000,0,0,45605,46669,1800,2000,2000,0
9651,70000,3,2,63000,64397,3000,2500,6000,1
9652,1.00E+05,0,0,30627,31894,2326,2000,0,0
9653,3.00E+05,-1,-1,316,316,316,316,316,0
9654,2.00E+05,-1,-1,3024,11080,10000,0,10000,0
9655,190000,-1,-1,25953,1590,1698,478,24345,0
9656,30000,0,0,23101,16480,1481,1400,314,0
9657,230000,1,-2,0,0,0,3000,29387,0
9658,80000,0,0,39115,40176,2000,2490,1100,0
9659,280000,1,-2,124,0,0,0,0,0
9660,140000,1,2,144922,141289,17,5547,3512,0
9661,30000,2,2,27160,26444,0,3000,2600,1
9662,30000,2,2,16818,20213,4000,0,0,1
9663,20000,0,0,18673,17572,1297,1309,682,0
9664,230000,-1,-1,3686,5557,5619,5838,23312,0
9665,20000,0,0,16831,20404,4183,0,0,1
9666,360000,0,0,21275,22517,1800,1800,1649,1
9667,60000,0,0,56119,57282,2664,2800,2100,0
9668,20000,0,0,14218,15247,1562,2301,610,1
9669,5.00E+05,-1,-1,367,15272,16652,76146,67609,0
9670,380000,-2,-2,0,4107,4107,2517,0,0
9671,160000,1,-2,-1860,-2790,0,0,930,0
9672,170000,2,2,2400,2400,0,0,0,0
9673,430000,0,0,67336,53400,3261,3051,2000,0
9674,320000,-1,-1,8374,17634,17634,21000,997,0
9675,180000,-1,-1,1100,860,860,1000,740,1
9676,50000,-1,0,47612,97918,2113,1949,700,0
9677,60000,2,2,47631,48574,2000,2000,1100,0
9678,360000,1,-1,-507,751,1502,15369,0,0
9679,80000,0,0,80998,63184,4500,1973,5000,0
9680,50000,-2,-2,26948,16272,5017,1103,0,0
9681,2.00E+05,2,0,214261,210315,8000,9000,7000,0
9682,460000,-1,-1,58312,36388,36570,52937,1019,0
9683,130000,0,0,78426,77613,3000,3000,2500,0
9684,440000,0,0,430990,436979,18887,12076,11005,0
9685,280000,2,2,168581,170775,6000,5,5741,1
9686,20000,0,-1,6530,8389,8389,5000,13030,0
9687,60000,0,0,57925,58188,2100,3000,2500,0
9688,210000,0,0,194358,185907,8000,10000,8000,0
9689,1.00E+05,0,0,56009,58104,3000,5000,6900,0
9690,240000,-2,-2,0,0,0,0,0,0
9691,280000,0,0,194868,178774,7000,7000,6500,0
9692,130000,-1,3,78,78,0,0,0,0
9693,360000,-2,-2,1533,-12,24,2505,1305,1
9694,210000,0,0,203447,206683,6549,4500,12700,0
9695,20000,2,2,15034,17676,3200,0,0,1
9696,20000,0,0,4731,6642,2000,5000,626,0
9697,50000,1,2,16501,15947,0,2500,2000,1
9698,1.00E+05,0,0,97040,65668,2617,2098,1707,0
9699,50000,-2,-2,0,0,0,0,0,0
9700,130000,1,2,123371,125905,6000,4300,5000,1
9701,270000,0,0,13759,0,0,0,4686,0
9702,50000,-1,-1,390,390,390,390,0,0
9703,80000,0,0,9647,10390,1206,1131,490,0
9704,10000,-1,-1,1727,1508,1508,3098,4522,0
9705,190000,-1,-1,500,300,300,0,418,0
9706,50000,0,0,40688,43816,4100,0,3600,0
9707,1.00E+05,2,2,42674,45983,4000,2000,0,1
9708,150000,0,0,151822,86002,2985,2700,2823,1
9709,510000,-2,-2,548,0,0,0,0,0
9710,110000,-1,-1,1362,1352,1352,1867,5000,0
9711,150000,-1,-1,1657,2277,2277,4066,559,0
9712,50000,0,0,48403,48119,2020,3128,656,0
9713,50000,-1,0,25622,33564,10122,10028,6,0
9714,360000,1,-1,0,828,1244,2,416,0
9715,10000,2,0,6524,7559,1300,2300,900,0
9716,210000,1,2,120098,121222,4500,0,4455,0
9717,370000,0,0,261021,265512,10001,10000,8207,0
9718,360000,0,0,3177,0,0,0,0,0
9719,50000,0,0,44970,48101,3855,0,3713,1
9720,360000,-2,-2,0,0,0,0,3189,0
9721,170000,0,0,86239,75600,1512,2800,0,0
9722,70000,0,0,67864,68284,3517,3700,3000,1
9723,360000,-1,-1,8871,6378,6411,26987,3467,0
9724,230000,0,0,92230,90614,3292,2755,2193,0
9725,50000,0,0,12650,0,0,0,0,0
9726,2.00E+05,-1,-1,1378,-22,0,5462,798,0
9727,140000,-1,-1,326,326,326,326,326,1
9728,120000,0,0,120411,122717,6300,6100,5000,0
9729,280000,-2,-2,1401,5201,5201,3615,2086,0
9730,3.00E+05,0,-1,26857,9505,9511,8933,15000,0
9731,20000,0,0,15169,17793,2874,0,900,0
9732,160000,2,2,158629,162097,7500,5600,14,1
9733,20000,2,0,17781,19388,2000,1300,388,1
9734,120000,0,0,44966,45726,1690,2562,1442,0
9735,290000,-2,-2,1961,3144,3148,501,0,0
9736,60000,0,0,30781,25870,1505,1599,4500,0
9737,110000,0,0,69718,67961,3000,2000,2000,0
9738,50000,0,0,42874,43727,1862,1077,1000,0
9739,630000,-2,-2,2731,3817,1138,1000,1000,0
9740,30000,0,0,23837,24948,1800,1400,0,0
9741,50000,0,0,50094,50461,2479,2412,1199,0
9742,60000,0,0,49244,48310,2000,2000,1501,0
9743,150000,0,0,12593,39494,38018,1203,2587,0
9744,10000,-1,-1,273,8327,8327,1200,354,0
9745,20000,0,0,18860,17904,1360,1206,72,0
9746,80000,0,0,71375,18353,1414,83402,3058,0
9747,160000,0,0,38695,40757,3000,2700,2700,0
9748,1.00E+05,0,0,103601,105282,5088,3098,3038,0
9749,90000,0,0,49771,52930,4000,0,1200,0
9750,50000,0,0,27943,31060,3577,1042,1080,0
9751,170000,0,0,117010,119463,4337,6000,5000,0
9752,240000,-1,-1,5695,9420,9420,16290,10421,0
9753,80000,-1,-1,3002,1921,1921,13454,3560,0
9754,80000,0,0,69533,71314,3500,3500,3000,0
9755,360000,-2,-2,0,0,0,0,474,0
9756,140000,2,0,51028,52112,2500,4600,0,0
9757,60000,0,0,81411,52017,38709,1609,656,0
9758,110000,0,0,55567,65753,15753,5379,4596,0
9759,160000,0,0,164262,158903,7900,7000,5900,0
9760,2.00E+05,-1,-1,80,-460,2230,5029,100,1
9761,280000,0,0,233717,87171,10004,3066,3501,0
9762,360000,1,2,296148,304249,14906,97225,0,0
9763,90000,-1,-1,13416,5206,7380,0,1980,1
9764,2.00E+05,0,0,18564,77518,60000,20000,45000,0
9765,50000,1,2,29394,31722,3100,0,2600,1
9766,4.00E+05,-2,-2,7217,-507,0,1000,1154,0
9767,360000,1,-1,-3,630,633,1030,5846,0
9768,150000,0,0,88900,91812,4161,2971,3200,0
9769,50000,1,2,47731,45925,0,2200,0,1
9770,150000,0,0,6008,8765,8008,20155,3004,0
9771,1.00E+05,1,2,3492,3293,10,650,0,1
9772,310000,0,0,27289,28020,1489,4415,491,0
9773,120000,1,-1,0,780,1170,0,0,0
9774,90000,0,0,82253,88238,8238,3200,5000,0
9775,150000,-2,-2,14843,14528,14528,11322,12030,0
9776,50000,0,0,35255,21317,1690,1620,780,0
9777,210000,-1,-1,6060,5934,5983,9331,2550,0
9778,3.00E+05,-1,-1,28077,1063,1500,11516,0,0
9779,110000,2,0,87514,75394,4000,10090,3000,1
9780,150000,0,0,150562,148689,5196,3171,69245,0
9781,210000,-1,-1,1729,1262,1315,6867,1054,0
9782,30000,2,2,21107,24117,3374,1000,0,1
9783,240000,-1,-1,632,0,0,316,0,0
9784,120000,-1,-1,856,856,856,856,856,0
9785,80000,0,0,31815,30672,4038,3199,850,0
9786,80000,1,2,31040,30259,0,2000,0,1
9787,360000,-1,-1,2612,3218,3234,7021,7,0
9788,130000,2,2,72996,75241,4000,0,5500,1
9789,290000,2,-1,322,326,330,652,326,0
9790,240000,0,0,129600,133161,7000,1030,725,0
9791,60000,0,0,4553,7730,3258,0,28000,0
9792,2.00E+05,1,-2,0,0,0,0,0,1
9793,150000,0,0,99294,96094,5008,5000,3000,0
9794,3.00E+05,0,0,103792,108297,8401,4266,49195,0
9795,30000,-1,-1,2590,8346,6000,0,0,0
9796,250000,0,0,142477,85965,7000,3000,3500,1
9797,20000,0,0,17180,17715,1500,1500,1000,0
9798,370000,0,0,206161,203907,10000,7014,6000,0
9799,20000,1,2,6081,3408,0,1000,1814,1
9800,120000,0,0,7945,3077,1000,1200,632,1
9801,50000,0,0,19766,14066,1300,1162,1000,0
9802,190000,0,0,72656,38054,2000,2000,1500,1
9803,20000,0,0,15034,16285,1500,4500,1600,0
9804,240000,1,2,15100,14557,0,14782,2381,0
9805,150000,0,0,80437,84560,7000,3000,5000,0
9806,180000,0,0,8694,7607,1500,2000,3000,0
9807,180000,0,0,136613,133557,6600,6000,6000,0
9808,70000,0,0,45450,0,0,0,0,0
9809,230000,-1,0,441,28641,28200,720,4674,0
9810,360000,-1,-1,5810,4036,4041,2310,0,0
9811,120000,0,0,52266,53351,2522,2559,5000,0
9812,90000,2,2,74766,76470,3500,2900,3000,1
9813,110000,0,0,110198,107710,3851,3021,3513,0
9814,1.00E+05,0,0,36838,37785,1607,1385,1018,0
9815,90000,1,2,58518,52526,3006,99,1500,0
9816,50000,1,2,47438,46400,0,3700,2000,0
9817,50000,0,0,7343,7969,1139,1002,800,0
9818,180000,1,-2,0,0,0,0,0,0
9819,50000,0,0,36696,46041,10000,3012,1000,0
9820,20000,0,0,13804,14578,1300,1563,600,0
9821,20000,2,2,36060,31741,0,2600,6500,0
9822,20000,1,2,7979,8700,1000,1500,5000,0
9823,20000,0,0,19363,19609,1200,160,347,0
9824,50000,-1,-1,390,390,390,390,390,1
9825,210000,-2,-2,0,1828,1828,765,0,0
9826,490000,-1,-1,4770,16917,17143,742,5143,0
9827,280000,1,-1,0,5072,5072,4900,4322,1
9828,2.00E+05,-2,-2,880,1948,1948,3635,0,0
9829,1.00E+05,1,-1,0,670,670,0,0,1
9830,250000,-2,-2,777,-3,0,775,0,0
9831,240000,-1,-1,7832,64445,64461,11680,17964,0
9832,80000,0,0,75405,75681,3000,2200,1800,0
9833,1.00E+05,2,2,16918,20511,4145,0,1000,1
9834,30000,-2,-2,0,18393,18393,7501,14387,0
9835,180000,-2,-2,177061,180778,8000,3653,0,0
9836,80000,0,0,60918,62445,2500,2500,2100,0
9837,110000,-2,-1,1495,83590,86367,2846,2838,0
9838,180000,0,0,39259,41054,3000,6000,13623,0
9839,150000,2,2,99986,103662,6800,3500,3000,1
9840,50000,0,0,15377,17121,2000,1300,1000,0
9841,230000,-1,-1,1050,2203,2203,0,0,1
9842,340000,-1,-1,624,2431,2431,595,25235,1
9843,30000,1,2,26623,27703,1800,0,900,1
9844,270000,0,0,17074,28137,15000,5000,5000,0
9845,50000,-1,-1,11684,45135,45135,34539,6000,0
9846,130000,0,0,74020,71527,5000,3000,4100,0
9847,2.00E+05,-1,0,31789,22289,22091,29851,1387,0
9848,360000,0,0,14591,14828,3005,3024,4008,1
9849,5.00E+05,0,0,131519,127055,6662,12105,3555,0
9850,1.00E+05,0,0,11801,12905,1600,2000,1000,0
9851,270000,0,0,22821,24949,2500,2000,2000,0
9852,1.00E+05,0,0,64254,21178,2211,81565,3931,1
9853,20000,0,0,17950,17330,2000,2000,6000,0
9854,50000,0,0,47823,48468,3144,3878,2500,0
9855,2.00E+05,-1,-1,2147,1173,1173,912,293,0
9856,170000,1,2,84947,78724,2000,2000,2000,1
9857,20000,2,0,18540,19726,2000,8568,800,1
9858,70000,2,3,56781,55327,2,3,0,1
9859,260000,-1,-1,252,0,0,0,0,0
9860,2.00E+05,-1,-1,1760,0,0,0,0,0
9861,190000,0,0,106223,103922,7500,16027,2919,0
9862,220000,0,0,22599,23875,1875,0,0,0
9863,170000,0,0,38903,37979,5144,0,1600,0
9864,290000,0,0,281950,263710,11900,11000,9050,0
9865,60000,0,0,31493,32634,2000,2000,1005,0
9866,1.00E+05,0,0,36925,38324,2000,2000,2600,1
9867,130000,-1,2,632,316,0,0,0,0
9868,360000,-2,-2,1126,3449,3455,3168,1833,0
9869,30000,3,2,3379,1715,0,1100,0,0
9870,20000,-1,0,16122,16787,2000,2000,2000,1
9871,110000,2,2,600,600,0,0,0,1
9872,130000,0,0,87289,81818,5000,2000,2000,0
9873,50000,0,0,49026,48983,1748,1408,1000,0
9874,110000,0,0,107767,108561,5700,5000,2901,0
9875,80000,0,0,78327,79322,3000,2454,2100,0
9876,150000,-2,-2,316,1801,1801,1139,5435,0
9877,80000,1,2,56340,57022,2600,0,2028,0
9878,320000,0,0,164511,177809,15000,34000,5000,0
9879,170000,-1,-1,897,861,861,3761,1939,0
9880,60000,0,0,41525,33907,1815,1760,1052,0
9881,180000,2,2,157074,158088,5000,12552,7000,1
9882,470000,0,0,59235,47091,3106,5017,2001,0
9883,70000,1,-2,30950,33087,3107,48323,2001,0
9884,280000,0,0,40483,42538,2718,2741,2000,0
9885,210000,-1,-1,231,1608,1624,0,312,0
9886,3.00E+05,0,0,185327,29446,1500,5000,12500,0
9887,140000,0,0,158495,160681,5530,6600,5460,0
9888,450000,-1,-1,70825,17236,17913,9278,6411,0
9889,160000,0,0,105313,109030,5416,4002,0,0
9890,50000,1,-2,0,0,0,0,0,0
9891,50000,-1,-1,12751,19660,22660,1300,518,0
9892,50000,0,0,50669,48942,1613,1484,698,0
9893,150000,0,0,129911,140013,12200,1000,5600,1
9894,90000,0,0,23551,23607,2400,1582,1696,0
9895,270000,0,0,225245,211517,10000,118000,9000,0
9896,70000,0,0,65275,68595,5000,3000,3000,0
9897,360000,-1,-1,9582,2119,2139,10580,2578,0
9898,2.00E+05,1,-1,2500,9814,9814,0,0,1
9899,250000,0,0,249406,256400,11400,13600,0,0
9900,360000,0,0,205363,207315,8000,8000,7766,0
9901,20000,1,2,19565,18968,0,1300,1000,0
9902,250000,2,2,21404,48774,28705,0,3000,1
9903,60000,2,2,600,600,0,0,0,1
9904,2.00E+05,1,-2,0,0,0,0,0,0
9905,30000,0,0,25546,28820,3700,718,1500,1
9906,5.00E+05,1,-2,0,0,0,0,0,0
9907,280000,0,0,50415,59538,10000,10000,0,0
9908,2.00E+05,-1,-1,1261,0,0,2521,2255,0
9909,360000,1,-2,0,0,0,0,1197,0
9910,50000,2,2,42115,41164,0,3500,0,1
9911,60000,0,0,57041,58268,2148,2303,1032,0
9912,110000,-2,-2,100534,90201,3678,1948,1500,0
9913,2.00E+05,0,0,34760,37871,4000,3000,4000,0
9914,70000,2,0,67607,69623,3700,3700,1300,0
9915,220000,2,2,189976,189665,15510,0,7250,1
9916,20000,-1,-1,379,0,0,0,0,0
9917,220000,-2,-2,4289,4637,1031,3077,10048,0
9918,180000,1,2,172584,167622,1000,4052,2295,0
9919,1.00E+05,2,0,43611,45415,2500,2400,2400,1
9920,2.00E+05,-1,-1,6402,5189,5189,2394,0,0
9921,2.00E+05,1,2,138839,142121,7001,56100,7269,0
9922,4.00E+05,-2,-2,123,123,123,123,349,0
9923,60000,2,2,59310,60482,2700,0,1600,0
9924,60000,0,0,59575,51991,2051,1653,700,0
9925,210000,-2,-2,1094,1335,1335,3056,825,0
9926,2.00E+05,0,0,30144,32649,3000,1000,400,0
9927,50000,-2,-2,0,0,0,0,2900,0
9928,3.00E+05,-1,-1,2984,-46,0,200,1626,1
9929,510000,-1,-1,9686,19121,19121,9922,3365,0
9930,160000,1,-2,0,0,0,0,0,0
9931,50000,-2,-2,3477,1909,1909,1726,5782,0
9932,220000,-2,-2,21332,27844,28567,34393,15765,0
9933,20000,1,3,6792,6540,0,1000,500,1
9934,410000,-1,-1,4182,0,0,4120,0,1
9935,50000,-1,0,42726,43072,3941,1432,2000,1
9936,50000,0,0,10825,11377,1500,1155,372,0
9937,50000,0,0,10420,8451,1310,1500,500,0
9938,70000,0,0,4059,5791,2000,0,1000,0
9939,120000,0,0,120633,118741,4622,3384,3000,0
9940,170000,-1,-1,416,416,832,632,416,0
9941,160000,0,0,1380,1481,1331,2473,2500,1
9942,30000,0,0,30397,31148,3500,0,694,0
9943,10000,1,-1,0,1912,1912,1200,1000,0
9944,160000,0,0,189935,183501,8113,6395,6160,0
9945,20000,0,0,17439,18498,1340,3177,1546,0
9946,250000,-2,-2,0,0,0,26267,2948,0
9947,30000,2,2,23064,25479,3100,0,1699,1
9948,180000,0,0,123154,126078,5200,3045,2700,0
9949,240000,-1,-1,3403,2858,3502,4099,3228,1
9950,30000,1,3,16368,15825,0,0,0,0
9951,50000,1,2,4323,3851,0,602,718,0
9952,280000,-1,-1,1481,11884,11943,0,0,1
9953,20000,2,2,14688,16827,2700,1000,0,1
9954,130000,0,0,77506,78535,2900,2564,2200,0
9955,70000,1,2,71267,67401,5,2910,20000,1
9956,180000,-1,2,1991,991,0,7667,1650,0
9957,320000,-2,-2,3266,12186,12253,3290,7537,0
9958,30000,2,0,31947,31564,1872,5550,0,1
9959,280000,1,-2,0,0,0,0,0,0
9960,80000,0,0,8985,5305,2000,2992,3000,0
9961,140000,0,0,136899,139889,5200,6000,5900,0
9962,180000,0,0,181219,183311,7000,8021,6432,0
9963,20000,2,2,11736,11180,780,0,0,0
9964,420000,0,0,105582,97913,23004,20002,20261,0
9965,2.00E+05,0,0,53493,3123,1060,1000,65437,1
9966,140000,0,0,45068,44158,5000,5000,3000,0
9967,170000,0,0,166348,162319,7354,7464,6550,0
9968,30000,0,0,18220,20606,3000,2620,2000,0
9969,50000,1,-2,0,0,0,0,500,0
9970,150000,0,0,123580,126136,3575,3647,3793,0
9971,30000,0,0,6933,9640,3000,1000,0,1
9972,50000,0,0,50174,32012,3000,3000,2000,0
9973,3.00E+05,-1,-1,2019,-1,1,0,0,1
9974,80000,0,0,59451,29668,1834,2124,0,0
9975,50000,0,0,39607,40399,5014,5000,5000,0
9976,110000,0,0,100143,98338,4000,4000,4000,0
9977,110000,1,-1,0,1670,1670,10200,0,0
9978,390000,-1,-1,3060,60248,60248,7183,0,0
9979,2.00E+05,-1,-1,396,396,396,396,396,0
9980,30000,8,7,35031,34552,0,0,0,1
9981,230000,0,0,101874,97302,8000,5016,5000,0
9982,210000,-2,-2,0,70,70,24259,0,0
9983,30000,-1,-1,3334,3366,3366,890,1542,0
9984,130000,0,0,101885,72686,3500,2389,5000,0
9985,130000,1,-2,-896,-896,0,3500,0,0
9986,480000,-1,0,12759,15410,3001,5000,500,0
9987,160000,-1,-1,9293,5875,5902,9128,2271,0
9988,10000,0,0,6599,7736,1400,1000,1000,0
9989,360000,-1,-1,8552,1118,1118,1227,1389,0
9990,260000,0,0,251811,256753,9388,5000,14098,0
9991,330000,0,0,47644,48906,2000,2500,1243,0
9992,30000,1,2,5163,2475,0,0,0,1
9993,80000,2,0,81712,78535,3271,0,0,1
9994,120000,-1,-1,7778,3157,3179,5463,2777,1
9995,170000,0,0,6383,7189,1000,0,0,1
9996,140000,1,-2,0,241,241,0,0,0
9997,80000,-2,-2,3946,0,0,0,0,0
9998,2.00E+05,0,0,138877,144085,6437,5000,27080,0
9999,80000,-1,2,780,780,0,0,0,1
10000,230000,0,0,19505,20715,3000,3000,3000,0
10001,260000,-2,-2,2500,0,0,0,0,0
10002,50000,-1,-1,780,0,0,390,885,0
10003,340000,1,-2,-6,-6,0,0,0,0
10004,50000,0,0,49869,42146,2146,3927,1000,0
10005,2.00E+05,1,-2,666,1928,1937,0,6137,0
10006,280000,0,0,91093,92775,3224,2965,3623,0
10007,170000,0,0,115634,118823,5935,6040,8000,0
10008,1.00E+05,2,2,37516,38622,2000,0,3100,0
10009,360000,1,-1,491,3670,3700,0,0,1
10010,30000,0,0,14790,19563,12037,10038,6000,1
10011,150000,1,-2,2341,340,340,380,103,0
10012,50000,-2,-2,15519,19259,4000,0,5000,0
10013,40000,0,0,26801,36208,10000,5000,5000,0
10014,30000,-1,-1,390,390,390,1170,0,0
10015,140000,0,0,26187,28431,3000,2000,3000,0
10016,150000,-1,-1,8821,5943,5964,6588,4896,0
10017,150000,0,0,152349,152359,7000,7000,3000,0
10018,360000,1,2,366577,345484,0,14148,0,0
10019,170000,0,0,136485,87236,3602,3903,2188,0
10020,50000,0,0,44838,45894,1769,1996,4603,1
10021,260000,-1,-1,3209,0,0,2552,0,0
10022,350000,-1,-1,70910,30372,30516,91041,0,0
10023,210000,-1,-1,17605,2032,2164,106,0,0
10024,50000,3,2,5171,4925,0,350,0,0
10025,170000,0,0,94791,89330,4300,3314,2600,1
10026,50000,0,0,48600,47819,2200,1889,1400,1
10027,50000,0,0,24402,26872,8442,2000,2500,0
10028,280000,-1,-1,281,5631,5631,5549,21339,0
10029,430000,0,0,59648,52811,2035,1587,1943,0
10030,340000,-1,-1,8571,21012,21041,10607,983,0
10031,310000,-2,-2,90654,20784,27778,5649,5122,0
10032,120000,-1,-1,416,0,0,416,0,0
10033,2.00E+05,-1,-1,1990,2035,2035,1577,671,1
10034,5.00E+05,-1,-1,48650,15183,15183,11727,0,0
10035,270000,0,0,239963,224278,8710,8119,3000,1
10036,190000,0,0,184136,186387,9000,6500,3500,0
10037,340000,-1,-1,16275,20037,20047,9126,12657,0
10038,390000,0,0,338174,256104,8738,6545,5700,0
10039,90000,0,0,63872,66983,5003,0,4000,0
10040,2.00E+05,0,0,174381,177078,7000,10000,10043,0
10041,230000,-2,-2,0,0,0,200,52,0
10042,1.00E+05,-2,-2,1890,24105,24105,52282,8633,0
10043,30000,2,0,11483,12810,1519,1300,0,1
10044,50000,0,0,6449,7314,1129,1289,313,0
10045,2.00E+05,1,-2,-40,-40,0,0,0,0
10046,50000,0,0,42822,43872,2000,2000,2000,0
10047,130000,0,0,5551,6953,1500,1500,1000,1
10048,260000,0,0,29562,22429,1500,1000,1000,0
10049,80000,-1,2,9598,6278,60,8721,8209,0
10050,20000,1,-2,-2610,390,3000,0,0,0
10051,160000,0,0,31666,31865,3000,3000,3000,0
10052,70000,0,0,65429,67513,3136,2076,1058,0
10053,70000,0,0,60701,61865,2735,2726,343,0
10054,4.00E+05,-1,-1,3456,49709,50263,8834,0,1
10055,30000,1,-1,0,780,780,0,0,0
10056,240000,0,0,18336,19648,5118,5015,10000,0
10057,40000,0,0,36415,37409,1939,1399,862,0
10058,510000,0,0,181733,192903,17000,0,50000,0
10059,20000,1,2,17538,16975,0,1400,1139,0
10060,80000,0,0,60315,61650,2850,0,0,0
10061,10000,0,0,5300,0,0,0,0,0
10062,50000,0,0,38158,35961,2220,2943,887,0
10063,2.00E+05,1,2,29070,31302,3019,6,1032,0
10064,140000,0,0,129684,130838,6193,6200,0,0
10065,60000,0,0,60721,61452,4000,1353,1300,1
10066,1.00E+05,0,0,5552,4784,1120,1000,354,1
10067,30000,2,2,30082,29315,0,1750,1100,0
10068,5.00E+05,0,0,1131,0,0,157,0,0
10069,420000,0,0,50771,48196,1862,2010,1622,0
10070,130000,2,2,131989,128467,0,6230,10200,1
10071,360000,0,-1,60206,7690,7690,0,0,0
10072,150000,-1,-1,9788,6252,6252,30620,29139,0
10073,360000,-1,-1,845,-4,0,835,1172,0
10074,230000,0,0,157107,119402,6000,3020,2500,0
